asset_id,entry_id,collection_id,series,title,source_type,source_ref,cover_path,resolved_image_url,download_status,notes
FCA043,MGM017,metal_gear_master,Metal Gear,Metal Gear 20th Anniversary Metal Gear Solid Collection,wikipedia_summary,Metal Gear Solid: The Legacy Collection,/covers/metal-gear/MGM017.jpg,https://upload.wikimedia.org/wikipedia/en/5/5a/MGL_cover_art.jpg,downloaded,Closest collection art available from current references.
FCA044,MGM018,metal_gear_master,Metal Gear,Metal Gear Solid: Portable Ops Plus,wikipedia_summary,Metal Gear Solid: Portable Ops,/covers/metal-gear/MGM018.jpg,https://upload.wikimedia.org/wikipedia/en/d/d2/Metal_Gear_Solid_Portable_Ops_cover.jpg,downloaded,Shared with parent article.
FCA045,MGM019,metal_gear_master,Metal Gear,Metal Gear Solid: The Essential Collection,wikipedia_summary,Metal Gear Solid: The Legacy Collection,/covers/metal-gear/MGM019.jpg,https://upload.wikimedia.org/wikipedia/en/5/5a/MGL_cover_art.jpg,downloaded,Closest collection art available from current references.
FCA046,MGM020,metal_gear_master,Metal Gear,Metal Gear Online (2008),wikipedia_summary,Metal Gear Online,/covers/metal-gear/MGM020.jpg,https://upload.wikimedia.org/wikipedia/en/8/89/Metal_gear_online.jpg,downloaded,Primary article cover.
FCA047,MGM021,metal_gear_master,Metal Gear,Metal Gear Solid 4: Guns of the Patriots,game_cover_sync,game:metal_gear_solid_4,/covers/games/metal_gear_solid_4.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1BsY3U0NC8zM2ExZjk2MS00MTU1LTQ2MDUtYWFjZS1mN2U1N2Q4ZTQ1MzQucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover metal_gear_solid_4 (ggapp_export; https://ggapp.io/games/Plcu44/metal-gear-solid-4-guns-of-the-patriots).
FCA048,MGM022,metal_gear_master,Metal Gear,Metal Gear Solid Mobile,wikipedia_summary,Metal Gear Solid Mobile,/covers/metal-gear/MGM022.png,https://upload.wikimedia.org/wikipedia/en/b/b2/Metal_Gear_Solid_Mobile_Title_Screen.png,downloaded,Primary article cover.
FCA049,MGM023,metal_gear_master,Metal Gear,Metal Gear Solid Touch,wikipedia_summary,Metal Gear Solid Touch,/covers/metal-gear/MGM023.png,https://upload.wikimedia.org/wikipedia/en/9/91/Metal_Gear_Solid_Touch_Logo.png,downloaded,Primary article cover.
FCA050,MGM024,metal_gear_master,Metal Gear,Metal Gear Arcade,wikipedia_summary,Metal Gear Arcade,/covers/metal-gear/MGM024.jpg,https://upload.wikimedia.org/wikipedia/en/8/89/Metal_gear_online.jpg,downloaded,Summary redirects to Metal Gear Online art.
FCA051,MGM025,metal_gear_master,Metal Gear,Metal Gear Solid: Peace Walker,wikipedia_summary,Metal Gear Solid: Peace Walker,/covers/metal-gear/MGM025.jpg,https://upload.wikimedia.org/wikipedia/en/8/86/Metal_Gear_Solid_Peace_Walker_Cover_Art.jpg,downloaded,Primary article cover.
FCA052,MGM026,metal_gear_master,Metal Gear,Metal Gear Solid HD Collection,wikipedia_summary,Metal Gear Solid HD Collection,/covers/metal-gear/MGM026.jpg,https://upload.wikimedia.org/wikipedia/en/e/ed/MGS_HD_NA_Boxart_X360.jpg,downloaded,Primary article cover.
FCA053,MGM027,metal_gear_master,Metal Gear,Metal Gear Solid: Snake Eater 3D,wikipedia_summary,Metal Gear Solid: Snake Eater 3D,/covers/metal-gear/MGM027.jpg,https://upload.wikimedia.org/wikipedia/en/b/b3/Mgs3box.jpg,downloaded,Primary article cover.
FCA054,MGM028,metal_gear_master,Metal Gear,Metal Gear Solid: The Legacy Collection,wikipedia_summary,Metal Gear Solid: The Legacy Collection,/covers/metal-gear/MGM028.jpg,https://upload.wikimedia.org/wikipedia/en/5/5a/MGL_cover_art.jpg,downloaded,Primary article cover.
FCA055,MGM029,metal_gear_master,Metal Gear,Metal Gear Rising: Revengeance,game_cover_sync,game:metal_gear_rising_revengeance,/covers/games/metal_gear_rising_revengeance.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2xXaFJXcy82ODczYzYzOC1jZjRmLTQ3MzEtOWJjZS0wMWE0NDQyMTk3MmYucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover metal_gear_rising_revengeance (ggapp_export; https://ggapp.io/games/lWhRWs/metal-gear-rising-revengeance).
FCA056,MGM030,metal_gear_master,Metal Gear,Metal Gear Solid V: Ground Zeroes,wikipedia_summary,Metal Gear Solid V: Ground Zeroes,/covers/metal-gear/MGM030.jpg,https://upload.wikimedia.org/wikipedia/en/0/07/MGSV_Ground_Zeroes_boxart.jpg,downloaded,Primary article cover.
FCA057,MGM031,metal_gear_master,Metal Gear,Metal Gear Solid V: The Phantom Pain,wikipedia_summary,Metal Gear Solid V: The Phantom Pain,/covers/metal-gear/MGM031.png,https://upload.wikimedia.org/wikipedia/en/8/8f/Metal_Gear_Solid_V_The_Phantom_Pain_cover.png,downloaded,Primary article cover.
FCA058,MGM032,metal_gear_master,Metal Gear,Metal Gear Solid V: The Definitive Experience,wikipedia_summary,Metal Gear Solid V: The Phantom Pain,/covers/metal-gear/MGM032.png,https://upload.wikimedia.org/wikipedia/en/8/8f/Metal_Gear_Solid_V_The_Phantom_Pain_cover.png,downloaded,Shared with parent article.
FCA059,MGM033,metal_gear_master,Metal Gear,Metal Gear Survive,wikipedia_summary,Metal Gear Survive,/covers/metal-gear/MGM033.jpg,https://upload.wikimedia.org/wikipedia/en/c/cc/Metal_Gear_Survive_cover_art.jpg,downloaded,Primary article cover.
FCA060,MGM034,metal_gear_master,Metal Gear,Metal Gear Solid: Master Collection Vol. 1,direct_url,https://www.konami.com/mg/mc/s/img/share_img.jpg,/covers/metal-gear/MGM034.jpg,https://www.konami.com/mg/mc/s/img/share_img.jpg,downloaded,Official share image from Konami.
FCA061,MGM035,metal_gear_master,Metal Gear,Metal Gear Solid Delta: Snake Eater,wikipedia_summary,Metal Gear Solid Delta: Snake Eater,/covers/metal-gear/MGM035.jpg,https://upload.wikimedia.org/wikipedia/en/0/08/MetalGearSolidDelta.jpg,downloaded,Primary article cover.
FCA062,REM001,resident_evil_master,Resident Evil,Resident Evil,wikipedia_summary,Resident Evil (1996 video game),/covers/resident-evil/REM001.png,https://upload.wikimedia.org/wikipedia/en/a/a6/Resident_Evil_1_cover.png,downloaded,Primary article cover.
FCA063,REM002,resident_evil_master,Resident Evil,Resident Evil Director's Cut,wikipedia_summary,Resident Evil (1996 video game),/covers/resident-evil/REM002.png,https://upload.wikimedia.org/wikipedia/en/a/a6/Resident_Evil_1_cover.png,downloaded,Shared with original game article.
FCA064,REM003,resident_evil_master,Resident Evil,Resident Evil 2,wikipedia_summary,Resident Evil 2,/covers/resident-evil/REM003.png,https://upload.wikimedia.org/wikipedia/en/4/40/NTSC_Resident_Evil_2_Cover.png,downloaded,Primary article cover.
FCA065,REM004,resident_evil_master,Resident Evil,Resident Evil Director's Cut Dual Shock Ver.,wikipedia_summary,Resident Evil (1996 video game),/covers/resident-evil/REM004.png,https://upload.wikimedia.org/wikipedia/en/a/a6/Resident_Evil_1_cover.png,downloaded,Shared with original game article.
FCA066,REM005,resident_evil_master,Resident Evil,Resident Evil 2 Dual Shock Ver.,wikipedia_summary,Resident Evil 2,/covers/resident-evil/REM005.png,https://upload.wikimedia.org/wikipedia/en/4/40/NTSC_Resident_Evil_2_Cover.png,downloaded,Shared with parent article.
FCA067,REM006,resident_evil_master,Resident Evil,Resident Evil 3: Nemesis,wikipedia_summary,Resident Evil 3: Nemesis,/covers/resident-evil/REM006.jpg,https://upload.wikimedia.org/wikipedia/en/a/a5/Resident_Evil_3_Cover.jpg,downloaded,Primary article cover.
FCA068,REM007,resident_evil_master,Resident Evil,Resident Evil Survivor,wikipedia_summary,Resident Evil Survivor,/covers/resident-evil/REM007.jpg,https://upload.wikimedia.org/wikipedia/en/e/e3/RE_Survivor_front.jpg,downloaded,Primary article cover.
FCA069,REM008,resident_evil_master,Resident Evil,Resident Evil - Code: Veronica,wikipedia_summary,Resident Evil – Code: Veronica,/covers/resident-evil/REM008.jpg,https://upload.wikimedia.org/wikipedia/en/4/44/RECV_boxart.jpg,downloaded,Primary article cover.
FCA070,REM009,resident_evil_master,Resident Evil,Resident Evil Gaiden,wikipedia_summary,Resident Evil Gaiden,/covers/resident-evil/REM009.gif,https://upload.wikimedia.org/wikipedia/en/d/dd/Resident_Evil_Gaiden_Boxart.gif,downloaded,Primary article cover.
FCA071,REM010,resident_evil_master,Resident Evil,Resident Evil Survivor 2 - Code: Veronica,wikipedia_summary,Resident Evil Survivor 2 – Code: Veronica,/covers/resident-evil/REM010.jpg,https://upload.wikimedia.org/wikipedia/en/c/ca/RESurvivor2CV.jpg,downloaded,Primary article cover.
FCA072,REM011,resident_evil_master,Resident Evil,Resident Evil - Code: Veronica X,wikipedia_summary,Resident Evil – Code: Veronica X,/covers/resident-evil/REM011.jpg,https://upload.wikimedia.org/wikipedia/en/4/44/RECV_boxart.jpg,downloaded,Shared with Code: Veronica article.
FCA073,REM012,resident_evil_master,Resident Evil,Resident Evil Zero,wikipedia_summary,Resident Evil Zero,/covers/resident-evil/REM012.jpg,https://upload.wikimedia.org/wikipedia/en/c/c6/Rezerobox.jpg,downloaded,Primary article cover.
FCA074,REM013,resident_evil_master,Resident Evil,Resident Evil (2002 Remake),wikipedia_summary,Resident Evil (2002 video game),/covers/resident-evil/REM013.jpg,https://upload.wikimedia.org/wikipedia/en/a/ab/Resident_Evil_2002_cover.jpg,downloaded,Primary article cover.
FCA075,REM014,resident_evil_master,Resident Evil,Resident Evil: Dead Aim,wikipedia_summary,Resident Evil: Dead Aim,/covers/resident-evil/REM014.jpg,https://upload.wikimedia.org/wikipedia/en/a/a5/Residentevildeadaim.jpg,downloaded,Primary article cover.
FCA076,REM015,resident_evil_master,Resident Evil,Resident Evil Outbreak,wikipedia_summary,Resident Evil Outbreak,/covers/resident-evil/REM015.jpg,https://upload.wikimedia.org/wikipedia/en/a/ad/Re_outbreak_a.jpg,downloaded,Primary article cover.
FCA077,REM016,resident_evil_master,Resident Evil,Resident Evil Outbreak: File #2,wikipedia_summary,Resident Evil Outbreak: File #2,/covers/resident-evil/REM016.jpg,https://upload.wikimedia.org/wikipedia/en/9/9c/Resident_Evil_Outbreak_File_2.jpg,downloaded,Primary article cover.
FCA078,REM017,resident_evil_master,Resident Evil,Resident Evil 4,game_cover_sync,game:resident_evil_4,/covers/games/resident_evil_4.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL3BJSUVlcy83ODFiZWQ2Ny04MmFhLTRjOGEtOGNkYy0wM2ZmMDk0ZWY2YTYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover resident_evil_4 (ggapp_export; https://ggapp.io/games/pIIEes/resident-evil-4).
FCA079,REM018,resident_evil_master,Resident Evil,Resident Evil: Deadly Silence,wikipedia_summary,Resident Evil: Deadly Silence,/covers/resident-evil/REM018.png,https://upload.wikimedia.org/wikipedia/en/a/a6/Resident_Evil_1_cover.png,downloaded,Primary article cover.
FCA080,REM019,resident_evil_master,Resident Evil,Resident Evil: The Umbrella Chronicles,wikipedia_summary,Resident Evil: The Umbrella Chronicles,/covers/resident-evil/REM019.jpg,https://upload.wikimedia.org/wikipedia/en/b/b5/Resident_Evil%2C_The_Umbrella_Chronicles_%282007_video_game%29.jpg,downloaded,Primary article cover.
FCA081,REM020,resident_evil_master,Resident Evil,Resident Evil 5,game_cover_sync,game:resident_evil_5,/covers/games/resident_evil_5.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0YxMEdQZS8wNzhjNDA2Yi0zNDE5LTQzZjgtYjVkNC0xY2Y3YTA0NTVhN2UucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover resident_evil_5 (ggapp_export; https://ggapp.io/games/F10GPe/resident-evil-5).
FCA082,REM021,resident_evil_master,Resident Evil,Resident Evil: The Darkside Chronicles,wikipedia_summary,Resident Evil: The Darkside Chronicles,/covers/resident-evil/REM021.jpg,https://upload.wikimedia.org/wikipedia/en/9/91/REDC_Cover.jpg,downloaded,Primary article cover.
FCA083,REM022,resident_evil_master,Resident Evil,Resident Evil 5 Gold Edition,wikipedia_summary,Resident Evil 5,/covers/resident-evil/REM022.jpg,https://upload.wikimedia.org/wikipedia/en/5/58/Resident_Evil_5_Box_Artwork.jpg,downloaded,Shared with parent article.
FCA084,REM023,resident_evil_master,Resident Evil,Resident Evil Portable,wikipedia_summary,Resident Evil (1996 video game),/covers/resident-evil/REM023.png,https://upload.wikimedia.org/wikipedia/en/a/a6/Resident_Evil_1_cover.png,downloaded,No dedicated article art found; shared with original game article.
FCA085,REM024,resident_evil_master,Resident Evil,Resident Evil: The Mercenaries 3D,wikipedia_summary,Resident Evil: The Mercenaries 3D,/covers/resident-evil/REM024.jpg,https://upload.wikimedia.org/wikipedia/en/4/40/The_Mercenaries_3D.jpg,downloaded,Primary article cover.
FCA086,REM025,resident_evil_master,Resident Evil,Resident Evil: Revelations,wikipedia_summary,Resident Evil: Revelations,/covers/resident-evil/REM025.png,https://upload.wikimedia.org/wikipedia/en/f/f9/Resident_evil_rev._2012_Capcom.png,downloaded,Primary article cover.
FCA087,REM026,resident_evil_master,Resident Evil,Resident Evil: Operation Raccoon City,wikipedia_summary,Resident Evil: Operation Raccoon City,/covers/resident-evil/REM026.jpg,https://upload.wikimedia.org/wikipedia/en/5/52/OperationRaccoonCity.jpg,downloaded,Primary article cover.
FCA088,REM027,resident_evil_master,Resident Evil,Resident Evil 6,wikipedia_summary,Resident Evil 6,/covers/resident-evil/REM027.png,https://upload.wikimedia.org/wikipedia/en/1/11/Resident_Evil_6_box_artwork.png,downloaded,Primary article cover.
FCA089,REM028,resident_evil_master,Resident Evil,Resident Evil: Revelations 2,wikipedia_summary,Resident Evil: Revelations 2,/covers/resident-evil/REM028.jpg,https://upload.wikimedia.org/wikipedia/en/7/74/ResidentEvilRevelations2.jpg,downloaded,Primary article cover.
FCA090,REM029,resident_evil_master,Resident Evil,Resident Evil HD Remaster,wikipedia_summary,Resident Evil HD Remaster,/covers/resident-evil/REM029.jpg,https://upload.wikimedia.org/wikipedia/en/a/ab/Resident_Evil_2002_cover.jpg,downloaded,Primary article cover via remake article.
FCA091,REM030,resident_evil_master,Resident Evil,Resident Evil Zero HD Remaster,wikipedia_summary,Resident Evil Zero HD Remaster,/covers/resident-evil/REM030.jpg,https://upload.wikimedia.org/wikipedia/en/c/c6/Rezerobox.jpg,downloaded,Primary article cover via original game article.
FCA092,REM031,resident_evil_master,Resident Evil,Umbrella Corps,wikipedia_summary,Umbrella Corps,/covers/resident-evil/REM031.jpg,https://upload.wikimedia.org/wikipedia/en/1/1b/Umbrella_Corps_cover_art.jpg,downloaded,Primary article cover.
FCA093,REM032,resident_evil_master,Resident Evil,Resident Evil 7: Biohazard,game_cover_sync,game:resident_evil_7,/covers/games/resident_evil_7.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0RGMFBBWi80OGFmZWMxZi1hMTYwLTQ4ZTktYTg0Mi1mNzk4Y2EwNWI5MzIucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover resident_evil_7 (ggapp_export; https://ggapp.io/games/DF0PAZ/resident-evil-7-biohazard).
FCA094,REM033,resident_evil_master,Resident Evil,Resident Evil 7 biohazard Gold Edition,wikipedia_summary,Resident Evil 7: Biohazard,/covers/resident-evil/REM033.jpg,https://upload.wikimedia.org/wikipedia/en/f/fd/Resident_Evil_7_cover_art.jpg,downloaded,Shared with parent article.
FCA095,REM034,resident_evil_master,Resident Evil,Resident Evil 2 (2019 Remake),wikipedia_summary,Resident Evil 2 (2019 video game),/covers/resident-evil/REM034.jpg,https://upload.wikimedia.org/wikipedia/en/f/fd/Resident_Evil_2_Remake.jpg,downloaded,Primary article cover.
FCA096,REM035,resident_evil_master,Resident Evil,Resident Evil Resistance,wikipedia_summary,Resident Evil Resistance,/covers/resident-evil/REM035.jpg,https://upload.wikimedia.org/wikipedia/en/0/00/Resident_Evil_Resistance.jpg,downloaded,Primary article cover.
FCA097,REM036,resident_evil_master,Resident Evil,Resident Evil 3 (2020 Remake),wikipedia_summary,Resident Evil 3 (2020 video game),/covers/resident-evil/REM036.jpg,https://upload.wikimedia.org/wikipedia/en/d/dc/Resident_Evil_3.jpg,downloaded,Primary article cover.
FCA098,REM037,resident_evil_master,Resident Evil,Resident Evil Village,game_cover_sync,game:resident_evil_village,/covers/games/resident_evil_village.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1JuZlJkWC85NzM5YjkwYy05N2E4LTQ2MzQtODAwNC0yYzI1OWQ2MDkzNDUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover resident_evil_village (ggapp_export; https://ggapp.io/games/RnfRdX/resident-evil-village).
FCA099,REM038,resident_evil_master,Resident Evil,Resident Evil Village Gold Edition,wikipedia_summary,Resident Evil Village,/covers/resident-evil/REM038.png,https://upload.wikimedia.org/wikipedia/en/2/2c/Resident_Evil_Village.png,downloaded,Shared with parent article.
FCA100,REM039,resident_evil_master,Resident Evil,Resident Evil RE:Verse,wikipedia_summary,Resident Evil Village,/covers/resident-evil/REM039.png,https://upload.wikimedia.org/wikipedia/en/2/2c/Resident_Evil_Village.png,downloaded,No dedicated article cover found; shared with related Village article.
FCA101,REM040,resident_evil_master,Resident Evil,Resident Evil 4 (2023 Remake),game_cover_sync,game:resident_evil_4_remake,/covers/games/resident_evil_4_remake.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1dDUmNhYy9mZTIxMDIxZC1hZTFiLTQxNzctODlmOS1kYTAxNGFiMjk2ZDMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover resident_evil_4_remake (ggapp_export; https://ggapp.io/games/WCRcac/resident-evil-4).
FCA102,REM041,resident_evil_master,Resident Evil,Resident Evil Requiem,wikipedia_summary,Resident Evil Requiem,/covers/resident-evil/REM041.jpg,https://upload.wikimedia.org/wikipedia/en/1/15/Resident_Evil_Requiem_Cover_Art.jpg,downloaded,Primary article cover.
