game_id,title,series,primary_genre,combat_style,story_strength,progression_clarity,early_hook,aesthetic_fit,emotional_complexity,combat_depth,endgame_repetition_risk,pacing_speed,notes
god_of_war_iii,God of War III,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/FURmwe/god-of-war-iii.
god_of_war_chains_of_olympus,God of War: Chains of Olympus,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/tDMp06/god-of-war-chains-of-olympus.
golden_sun,Golden Sun,Golden Sun,jrpg,traditional_turn_based,high,high,medium,high,high,medium,low,medium,"A classic GBA JRPG known for elemental puzzles, worldbuilding, and a steady long-form adventure tone."
golden_sun_the_lost_age,Golden Sun: The Lost Age,Golden Sun,jrpg,traditional_turn_based,high,high,medium,high,high,medium,low,medium,A broader sequel to Golden Sun with more world traversal and payoff for the first game's setup.
grapple_dog,Grapple Dog,Grapple Dog,platformer,precision_grappling_platformer,low,medium,high,medium,low,medium,low,fast,A cheerful grappling platformer focused on movement challenge and lighthearted tone over emotional or narrative depth.
guacamelee,Guacamelee!,Guacamelee!,metroidvania,brawler_metroidvania,medium,high,high,high,medium,high,low,fast,"A vibrant metroidvania with strong movement, combo-driven combat, and excellent pacing."
guacamelee_2,Guacamelee! 2,Guacamelee!,metroidvania,brawler_metroidvania,medium,high,high,high,medium,high,low,fast,A larger sequel with similarly strong movement and progression.
hades,Hades,Hades,action_roguelite,fast_action_roguelite,high,high,high,high,high,high,medium,fast,"A highly polished action roguelite with strong progression, excellent feel, and unusually effective character momentum."
half_minute_hero,Half-Minute Hero,Half-Minute Hero,action_rpg,compressed_action_rpg,medium,high,high,high,medium,medium,low,fast,"A very unusual PSP game built around speed, humor, and compact progression loops."
heavy_rain,Heavy Rain,Quantic Dream,interactive_drama,choice_driven_qte_adventure,high,high,high,medium,high,low,low,medium,"A tense interactive thriller with major branching decisions, emotional stakes, and heavy QTE-driven scenes."
hi_fi_rush,Hi-Fi Rush,Hi-Fi Rush,action_adventure,rhythm_action,medium,high,high,high,medium,high,low,fast,"A stylish rhythm action game with strong presentation and momentum, but it still depends on connecting with its playful tone and beat-driven loop."
hollow_knight,Hollow Knight,Hollow Knight,metroidvania,precision_action_metroidvania,high,medium,medium,high,high,high,low,medium,"A challenging, atmospheric metroidvania with rich exploration, mastery-heavy combat, and broad map progression."
hotel_dusk_room_215,Hotel Dusk: Room 215,Hotel Dusk,adventure,dialogue_investigation_adventure,high,medium,medium,high,high,low,low,slow,"A slow-burn narrative mystery built around conversation, atmosphere, and grounded intrigue."
ico,ICO,Team Ico,adventure_puzzle,escort_puzzle_action,high,low,low,high,high,low,low,slow,"Minimalist companion adventure with sparse combat, deliberate pacing, and a very strong emotional ending."
infinite_undiscovery,Infinite Undiscovery,Infinite Undiscovery,action_jrpg,real_time_party_action,medium,medium,medium,medium,medium,medium,medium,medium,An uneven but ambitious action JRPG with real-time party systems and a more divisive execution.
injustice_2,Injustice 2,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/rz5O93/injustice-2.
injustice_gods_among_us,Injustice: Gods Among Us,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Fl0Gis/injustice-gods-among-us.
inscryption,Inscryption,Inscryption,card_horror_adventure,deckbuilding_meta_horror,high,medium,high,high,high,medium,medium,fast,"A meta-horror card game with strong atmosphere, twists, and unusual structural shifts."
into_the_breach,Into the Breach,Into the Breach,tactical_strategy,turn_based_grid_tactics,low,high,high,low,low,high,high,fast,A pure systems tactical game built around elegant puzzle battles rather than cast or story payoff.
jeanne_darc,Jeanne d'Arc,Jeanne d'Arc,tactical_rpg,turn_based_grid_tactics,medium,high,high,high,medium,high,low,fast,A well-liked PSP tactical RPG with strong pacing and approachable campaign flow.
john_wick_hex,John Wick Hex,John Wick,tactical_strategy,timeline_tactics,low,medium,medium,medium,low,medium,medium,medium,A timeline-based strategy adaptation of John Wick that emphasizes planning and abstraction more than visceral action spectacle.
katana_zero,Katana ZERO,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/TRmbgU/katana-zero.
kid_icarus_uprising,Kid Icarus: Uprising,Kid Icarus,action_adventure,rail_shooter_action,medium,high,high,high,medium,medium,low,fast,"A highly energetic action game with humor, spectacle, and handheld intensity."
kingdom_hearts,Kingdom Hearts,Kingdom Hearts,action_jrpg,real_time_action_rpg,medium,medium,medium,high,medium,medium,low,medium,"A crossover action RPG with strong atmosphere, Disney charm, and simpler early-series combat."
kingdom_hearts_ii,Kingdom Hearts II,Kingdom Hearts,action_jrpg,real_time_action_rpg,medium,high,low,high,medium,high,low,medium,"Fast, stylish action RPG with stronger combat and cleaner progression than the first game, though its opening is famously long."
kingdom_hearts_iii,Kingdom Hearts III,Kingdom Hearts,action_jrpg,real_time_action_rpg,medium,high,medium,high,medium,high,low,medium,"A large-scale action RPG finale with flashy combat, strong series spectacle, and a bigger focus on presentation and payoff than on strict structural challenge."
kingdom_hearts_358_2_days,Kingdom Hearts: 358/2 Days,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/f8LetN/kingdom-hearts-358-2-days.
kingdom_hearts_birth_by_sleep,Kingdom Hearts: Birth by Sleep,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/i0wXVM/kingdom-hearts-birth-by-sleep.
kingdom_hearts_chain_of_memories,Kingdom Hearts: Chain of Memories,Kingdom Hearts,card_rpg,card_based_action_hybrid,medium,medium,medium,medium,medium,medium,high,medium,Story-relevant but mechanically divisive card-based entry often criticized for repetition.
kingdom_hearts_melody_of_memory,Kingdom Hearts: Melody of Memory,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Afl6UI/kingdom-hearts-melody-of-memory.
kirby_and_the_amazing_mirror,Kirby & The Amazing Mirror,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/P5VuJU/kirby-the-amazing-mirror.
kirby_star_allies,Kirby Star Allies,Kirby,platformer,light_action_platforming,low,high,high,high,low,low,low,fast,"A cheerful platformer with easy readability, steady forward momentum, and low-friction progression."
kirby_triple_deluxe,Kirby: Triple Deluxe,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/SXN4aE/kirby-triple-deluxe.
la_noire,L.A. Noire,Standalone,detective_adventure,investigative_third_person,high,high,medium,high,medium,low,low,medium,"A case-driven detective game with strong period atmosphere, clue gathering, and interrogation-focused progression."
lies_of_p,Lies of P,Lies of P,action_rpg,soulslike_action_rpg,medium,medium,medium,high,medium,high,low,medium,"A polished soulslike with strong atmosphere and weapon systems, but sustained difficulty and repetition risk."
lightning_returns_final_fantasy_xiii,Lightning Returns: Final Fantasy XIII,Final Fantasy,action_rpg,solo_action_rpg,medium,high,high,high,medium,medium,medium,fast,"A more experimental action RPG finale focused on solo combat, build choices, and strong style."
like_a_dragon_infinite_wealth,Like a Dragon: Infinite Wealth,Like a Dragon,jrpg,turn_based_jobs_rpg,high,high,high,high,high,high,medium,medium,"A larger and more emotionally charged sequel with stronger combat systems and party dynamics, but best played after Yakuza: Like a Dragon."
live_a_live,LIVE A LIVE,Live A Live,jrpg,turn_based_chapter_rpg,medium,medium,high,high,medium,medium,low,fast,A chapter-based remake with strong stylistic variety and a highly unusual structure rather than one cohesive cast journey.
lost_judgment,Lost Judgment,Judgment,action_adventure,brawler_detective_drama,high,high,high,high,high,high,medium,fast,"A detective drama with strong pacing, emotional stakes, brawler combat, and optional side content."
lost_odyssey,Lost Odyssey,Lost Odyssey,jrpg,traditional_turn_based,high,high,medium,high,high,medium,low,medium,"A story-heavy Xbox JRPG with strong emotional arcs, classic structure, and a famously substantial late-game payoff."
luigis_mansion_3,Luigi's Mansion 3,Luigi's Mansion,action_adventure,puzzle_exploration,medium,medium,medium,high,medium,medium,low,medium,"A polished exploration-puzzle adventure with strong presentation and charm, but a slower room-clearing rhythm than action-forward games."
lunar_silver_star_harmony,Lunar: Silver Star Harmony,Lunar,jrpg,traditional_turn_based,high,high,medium,high,high,medium,low,medium,A classic-feeling story-forward JRPG with strong charm and romance-driven momentum.
mario_and_luigi_bowsers_inside_story,Mario & Luigi: Bowser's Inside Story,Mario & Luigi,jrpg,turn_based_timed_hits,medium,high,high,high,medium,medium,low,fast,"A very well-liked handheld RPG with inventive structure, strong humor, and excellent mechanical pacing."
mario_and_luigi_superstar_saga,Mario & Luigi: Superstar Saga,Mario & Luigi,jrpg,turn_based_timed_hits,medium,high,high,high,medium,medium,low,fast,"A comedic handheld RPG with responsive command timing, bright pacing, and puzzle-light exploration."
mario_and_yoshi,Mario & Yoshi,Mario,puzzle_game,falling_block_sorting,low,high,high,low,low,low,medium,fast,"A simple NES-era puzzle game with clear rules but very little narrative, atmosphere, or long-form progression."
mario_rabbids_kingdom_battle,Mario + Rabbids Kingdom Battle,Mario + Rabbids,tactical_rpg,turn_based_grid_tactics,medium,high,high,high,medium,high,low,fast,"A tightly paced tactical RPG with clear progression, strong combat readability, and playful Mario-Rabbids personality."
mario_rabbids_kingdom_battle_donkey_kong_adventure,Mario + Rabbids Kingdom Battle: Donkey Kong Adventure,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/TgMGuq/mario-rabbids-kingdom-battle-donkey-kong-adventure.
mario_rabbids_sparks_of_hope,Mario + Rabbids Sparks of Hope,Mario + Rabbids,tactical_rpg,free_movement_tactics,medium,medium,medium,high,medium,medium,medium,medium,"A more open and systems-expanded sequel that many critics saw as mechanically richer, but some players found less focused than the first."
mario_strikers_battle_league,Mario Strikers: Battle League,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/8yFr0E/mario-strikers-battle-league.
marvel_ultimate_alliance_3,Marvel Ultimate Alliance 3: The Black Order,Marvel Ultimate Alliance,action_rpg,isometric_brawler_rpg,low,medium,high,medium,low,medium,high,fast,"A broad roster-driven Marvel brawler with cooperative emphasis, simple loop structure, and progression often criticized as grindy or repetitive."
marvels_guardians_of_the_galaxy,Marvel's Guardians of the Galaxy,Guardians of the Galaxy,action_adventure,third_person_party_action,high,high,high,high,high,medium,low,fast,"A focused character-driven campaign with strong banter, emotional group dynamics, and clear forward momentum."
marvels_spider_man,Marvel's Spider-Man,Marvel's Spider-Man,action_adventure,open_zone_action_adventure,high,high,high,high,medium,high,low,fast,"A polished superhero campaign with strong traversal, clear story momentum, and optional content that can largely be ignored."
mass_effect,Mass Effect,Mass Effect,action_rpg,cover_shooter_squad_rpg,high,medium,medium,high,high,medium,low,medium,"A space opera RPG built around squad relationships, worldbuilding, choices, and a slower but rich trilogy foundation."
mass_effect_2,Mass Effect 2,Mass Effect,action_rpg,cover_shooter_squad_rpg,high,high,high,high,high,high,low,fast,"A sharper sequel with stronger pacing, loyalty arcs, and one of the most beloved ensemble structures in RPGs."
mass_effect_3,Mass Effect 3,Mass Effect,action_rpg,cover_shooter_squad_rpg,high,high,high,high,high,high,low,fast,"A dramatic trilogy payoff with stronger combat feel and heavy emotional closure, despite controversial ending discourse."
max_payne_3,Max Payne 3,Max Payne,third_person_shooter,third_person_shooter,high,high,high,high,high,high,low,fast,"A focused cinematic shooter with strong pacing, stylish presentation, and clear story drive."
metal_gear_rising_revengeance,Metal Gear Rising: Revengeance,Metal Gear,stylish_action,character_action,medium,high,high,high,medium,high,low,fast,"A fast, exaggerated action game with strong momentum, memorable boss fights, and a high-energy campaign."
metal_gear_solid,Metal Gear Solid,Metal Gear,stealth_action,stealth_action,high,high,high,high,high,medium,low,fast,"A landmark stealth-action game with excellent pacing, strong character drama, and memorable twists."
metal_gear_solid_2_sons_of_liberty,Metal Gear Solid 2: Sons of Liberty,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/PNiDMC/metal-gear-solid-2-sons-of-liberty.
metal_gear_solid_3,Metal Gear Solid 3: Snake Eater,Metal Gear,stealth_action,stealth_action,high,high,high,high,high,medium,low,fast,"A beloved stealth-action campaign with strong emotional stakes, survival flavor, and major narrative payoff."
metal_gear_solid_4,Metal Gear Solid 4: Guns of the Patriots,Metal Gear,stealth_action,stealth_action,high,medium,medium,high,high,medium,low,medium,A payoff-heavy finale to the Metal Gear saga with long cutscenes and strong emotional closure.
metaphor_refantazio,Metaphor: ReFantazio,Metaphor,jrpg,turn_based_real_time_hybrid,high,high,medium,high,high,high,medium,medium,"A fantasy JRPG about bonds, class-building, and political stakes with strong style and a broad emotional arc."
metroid_dread,Metroid Dread,Metroid,metroidvania,precision_action_metroidvania,medium,high,high,high,medium,high,low,fast,"A tense, highly polished metroidvania with strong boss fights, movement feel, and clear forward pressure."
metroid_fusion,Metroid Fusion,Metroid,metroidvania,action_platforming_metroidvania,medium,high,high,high,medium,high,low,fast,"A focused and more directed Metroid with excellent pacing, strong tension, and satisfying ability progression."
metroid_prime,Metroid Prime,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/UoMqVt/metroid-prime.
metroid_prime_remastered,Metroid Prime Remastered,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/iz6Kmd/metroid-prime-remastered.
metroid_zero_mission,Metroid: Zero Mission,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/8LNOVZ/metroid-zero-mission.
mirrors_edge,Mirror's Edge,Mirror's Edge,first_person_platformer,parkour_movement,low,medium,medium,high,low,low,low,fast,"A first-person parkour game with strong movement fantasy, sparse story, and momentum-based traversal."
monark,Monark,Monark,jrpg,turn_based_grid_tactics,medium,medium,medium,high,medium,medium,medium,medium,"A dark school RPG with psychological themes and strong style, but a mixed reputation for pacing and repetition."
monster_hunter_freedom_unite,Monster Hunter Freedom Unite,Monster Hunter,action_rpg,boss_hunt_action,low,medium,medium,medium,low,high,high,slow,"A demanding, grind-heavy hunt game driven by repeated boss encounters and gear farming."
mortal_kombat_x,Mortal Kombat X,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Qjlx0U/mortal-kombat-x.
mortal_kombat_xl,Mortal Kombat XL,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/mZcTge/mortal-kombat-xl.
need_for_speed_carbon,Need for Speed: Carbon,Need for Speed,arcade_racing,arcade_racing,medium,high,high,medium,low,medium,low,fast,"A stylish street racer with crew framing, good pace, and accessible campaign progression."
need_for_speed_most_wanted,Need for Speed: Most Wanted,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/uJ1jvX/need-for-speed-most-wanted.
need_for_speed_prostreet,Need for Speed: ProStreet,Need for Speed,arcade_racing,arcade_racing,low,high,high,medium,low,medium,low,fast,A progression-forward street racing game with event structure and car-focused advancement.
need_for_speed_the_run,Need for Speed: The Run,Need for Speed,arcade_racing,arcade_racing,medium,high,high,medium,low,medium,low,fast,A story-framed arcade racer with clear progression and strong one-more-race momentum.
need_for_speed_underground,Need for Speed: Underground,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/tHvwu7/need-for-speed-underground.
need_for_speedtm,Need for Speed™,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/nVGGXk/need-for-speed-tm.
need_for_speedtm_most_wanted,Need for Speed™ Most Wanted,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Ed0a74/need-for-speed-tm-most-wanted.
need_for_speedtm_payback,Need for Speed™ Payback,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/KfYTDX/need-for-speed-tm-payback.
neo_the_world_ends_with_you,NEO: The World Ends with You,The World Ends With You,action_jrpg,party_action_combo,high,high,high,high,high,high,low,fast,"A modern Shibuya action JRPG with stylish multi-character combat, strong audiovisual identity, and an easier onboarding than the original."
new_pokemon_snap,New Pokémon Snap,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/x23KB7/new-pokemon-snap.
new_super_mario_bros,New Super Mario Bros.,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/JuoUtK/new-super-mario-bros.
ni_no_kuni_ii_revenant_kingdom,Ni no Kuni II: Revenant Kingdom,Ni no Kuni,action_jrpg,real_time_action_rpg,medium,high,high,high,medium,medium,medium,fast,"A brighter action RPG sequel with kingdom building, smooth progression, and broad accessibility, though with less emotional weight than the first."
ni_no_kuni_wrath_of_the_white_witch,Ni no Kuni: Wrath of the White Witch,Ni no Kuni,jrpg,real_time_familiar_command_hybrid,high,high,medium,high,high,medium,medium,medium,"A whimsical but emotional JRPG with strong worldbuilding, progression variety, creature systems, and major story turns."
nier_automata,NieR: Automata,NieR,action_rpg,character_action_hybrid,high,medium,low,high,high,high,low,medium,"Early onboarding can feel opaque, but the narrative payoff is very high."
no_more_heroes,No More Heroes,No More Heroes,action_adventure,hack_and_slash_open_hub,medium,medium,high,high,medium,medium,medium,medium,"A stylish cult action game with satirical tone, boss highlights, and deliberately awkward side-job or open-hub structure."
no_more_heroes_2_desperate_struggle,No More Heroes 2: Desperate Struggle,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/K08BDZ/no-more-heroes-2-desperate-struggle.
not_a_hero,Not a Hero,Not a Hero,action_platformer,cover_shooter_platforming,low,high,high,medium,low,medium,low,fast,"A brisk, irreverent action-platformer with strong momentum and a compact loop."
octopath_traveler_ii,OCTOPATH TRAVELER II,Octopath Traveler,jrpg,turn_based_break_boost,medium,high,medium,high,medium,high,low,medium,"A beautifully presented HD-2D JRPG with flexible builds and strong combat, though its story structure is more segmented than party-driven."
ori_and_the_blind_forest,Ori and the Blind Forest,Ori,metroidvania,precision_platforming_action,medium,medium,high,high,high,medium,low,fast,Emotionally driven metroidvania with strong audiovisual identity and tight movement.
ori_and_the_will_of_the_wisps,Ori and the Will of the Wisps,Ori,metroidvania,precision_platforming_action,medium,medium,high,high,high,high,low,fast,A broader sequel with refined combat and similarly strong emotional presentation.
paper_mario,Paper Mario,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/5jbqx3/paper-mario.
paper_mario_the_origami_king,Paper Mario: The Origami King,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/HtqMAz/paper-mario-the-origami-king.
paper_mario_the_thousand_year_door,Paper Mario: The Thousand-Year Door,Paper Mario,jrpg,turn_based_timed_hits,high,high,medium,high,medium,medium,low,medium,"A beloved comedic RPG with strong charm and pacing, but also lots of dialogue, backtracking, and a lighter emotional tone than darker JRPGs."
parasite_eve,Parasite Eve,Parasite Eve,action_rpg,active_time_horror_rpg,high,high,high,high,high,medium,low,fast,"A focused PS1 horror-RPG hybrid with strong momentum, atmosphere, and a memorable protagonist."
pentiment,Pentiment,Pentiment,narrative_adventure,dialogue_choice_adventure,high,high,medium,high,high,low,low,medium,"A dialogue-heavy historical mystery with very strong concept, writing, and payoff rather than action."
persona_3_portable,Persona 3 Portable,Persona,jrpg,turn_based_social_rpg,high,medium,medium,high,high,high,medium,medium,"A handheld Persona with strong mood, social links, and emotional payoff, but a slower structure."
persona_3_reload,Persona 3 Reload,Persona,jrpg,turn_based_social_rpg,high,medium,medium,high,high,high,medium,medium,"A modern remake of Persona 3 with strong atmosphere, social links, emotional payoff, and a slower early structure than more immediately punchy RPGs."
persona_5_royal,Persona 5 Royal,Persona,jrpg,turn_based_social_rpg,high,high,medium,high,high,high,medium,medium,"A highly stylized JRPG centered on party bonds, social choices, dungeon infiltration, and major emotional turns."
pikmin,Pikmin,Pikmin,strategy_adventure,real_time_squad_strategy,medium,high,high,high,medium,medium,low,fast,"A focused time-and-resource strategy adventure built around planning, routing, and efficient execution."
pikmin_2,Pikmin 2,Pikmin,strategy_adventure,real_time_squad_strategy,medium,high,high,high,medium,medium,medium,fast,"A broader sequel with cave content and more postgame depth, keeping the series' planning and execution loop."
pikmin_3,Pikmin 3,Pikmin,strategy_adventure,real_time_squad_strategy,medium,high,high,high,medium,medium,low,fast,"A streamlined, approachable Pikmin with strong pacing and polished mission structure."
pikmin_3_deluxe,Pikmin 3 Deluxe,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/rrmnlh/pikmin-3-deluxe.
pikmin_4,Pikmin 4,Pikmin,strategy_adventure,real_time_squad_strategy,medium,high,high,high,medium,medium,medium,fast,"A content-rich Pikmin built around exploration, efficient tasking, and substantial optional/postgame material."
pokemon_black_white,Pokemon Black and White,Pokemon,jrpg,turn_based_monster_battle,medium,high,high,medium,medium,medium,medium,medium,A polished Pokemon generation with stronger story emphasis than most entries in the series.
pokemon_legends_arceus,Pokemon Legends: Arceus,Pokemon,monster_collecting_action_rpg,creature_collection_and_action_catching,medium,high,high,medium,low,medium,medium,medium,"A progression-forward Pokemon experiment centered on exploration, research tasks, and satisfying catching loops."
portal,Portal,Portal,puzzle_platformer,first_person_puzzle,medium,high,high,medium,medium,low,low,fast,Compact first-person puzzle game with strong mechanical clarity and dry humor.
portal_2,Portal 2,Portal,puzzle_platformer,first_person_puzzle,high,high,high,high,medium,low,low,fast,"Puzzle sequel with stronger writing, better pacing, and much more memorable character humor."
prey_2017,Prey,Prey,immersive_sim,immersive_sim_shooter,high,low,medium,high,high,high,low,slow,"A brilliant immersive sim with strong atmosphere and systems, but very self-directed progression and slower momentum."
prince_of_persia_the_forgotten_sands,Prince of Persia: The Forgotten Sands,Prince of Persia,action_adventure,acrobatic_melee_platforming,medium,high,high,high,low,medium,low,fast,"A brisk action-platformer built around traversal flow, powers, and clean campaign pacing."
prince_of_persia_the_sands_of_time,Prince of Persia: The Sands of Time,Prince of Persia,action_adventure,acrobatic_melee_platforming,high,high,medium,high,medium,medium,low,medium,"A classic action adventure with elegant platforming, time powers, and a strong storybook atmosphere."
prince_of_persia_the_two_thrones,Prince of Persia: The Two Thrones,Prince of Persia,action_adventure,acrobatic_melee_platforming,medium,high,high,high,medium,medium,low,fast,"A forward-driven action adventure with strong platforming, combat, and setpiece momentum."
prince_of_persia_warrior_within,Prince of Persia: Warrior Within,Prince of Persia,action_adventure,acrobatic_melee_platforming,medium,high,medium,high,medium,high,low,fast,"A darker, harder-edged Prince of Persia with heavier combat and the same traversal-driven structure."
professor_layton_and_the_curious_village,Professor Layton and the Curious Village,Professor Layton,puzzle_adventure,puzzle_story_adventure,medium,medium,medium,high,medium,low,medium,medium,"A puzzle-heavy narrative adventure with charm and mystery, but progress depends on sustained puzzle buy-in."
professor_layton_vs_phoenix_wright,Professor Layton vs. Phoenix Wright,Professor Layton,puzzle_adventure,puzzle_trial_adventure,high,medium,medium,high,high,low,medium,medium,"A crossover adventure balancing puzzles, trials, and a mystery-heavy narrative."
