game_id,title,series,primary_genre,combat_style,story_strength,progression_clarity,early_hook,aesthetic_fit,emotional_complexity,combat_depth,endgame_repetition_risk,pacing_speed,notes
psychonauts_2,Psychonauts 2,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/gb3rL6/psychonauts-2.
radiant_historia,Radiant Historia,Radiant Historia,jrpg,turn_based_timeline_rpg,high,high,medium,high,high,medium,low,medium,"A story-driven RPG built around branching timelines, political intrigue, and strong narrative momentum."
radiant_historia_perfect_chronology,Radiant Historia: Perfect Chronology,Radiant Historia,jrpg,turn_based_timeline_rpg,high,high,medium,high,high,medium,low,medium,An enhanced 3DS version of Radiant Historia with the same strong branching-story appeal.
ratchet_and_clank_rift_apart,Ratchet & Clank: Rift Apart,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/1umARl/ratchet-clank-rift-apart.
red_dead_redemption,Red Dead Redemption,Red Dead Redemption,action_adventure,open_world_action_adventure,high,high,high,high,high,medium,low,fast,A western open-world game with strong main-story momentum and a memorable protagonist arc.
red_dead_redemption_2,Red Dead Redemption 2,Red Dead Redemption,action_adventure,open_world_action_adventure,high,medium,medium,high,high,medium,low,slow,"A highly detailed open-world western with excellent story and atmosphere, but a much slower and more deliberate pace."
resident_evil,Resident Evil,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/YMVOoY/resident-evil. Duplicate title in GG export (2 entries); manual metadata review recommended.
resident_evil_rw4xcl,Resident Evil,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/RW4xcL/resident-evil. Duplicate title in GG export (2 entries); manual metadata review recommended.
resident_evil_2,Resident Evil 2,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/xeUyNn/resident-evil-2.
resident_evil_3,Resident Evil 3,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/GhlKVa/resident-evil-3.
resident_evil_4,Resident Evil 4,Resident Evil,action_horror,third_person_action_horror,high,high,high,high,medium,high,low,fast,"A landmark action-horror game built around combat rhythm, resource pressure, strong pacing, and memorable setpieces."
resident_evil_4_remake,Resident Evil 4,Resident Evil,action_horror,third_person_action_horror,high,high,high,high,medium,high,low,fast,"A modernized remake with strong combat feel, pacing, and scenario variety, plus separate Ada content."
resident_evil_5,Resident Evil 5,Resident Evil,action_horror,third_person_action_horror,medium,high,high,medium,medium,high,low,fast,A more action-heavy Resident Evil with strong co-op rhythm and forward drive.
resident_evil_6,Resident Evil 6,Resident Evil,action_horror,third_person_action_horror,medium,high,high,medium,medium,high,medium,fast,A maximalist action-heavy Resident Evil with mixed reception and a very varied campaign structure.
resident_evil_7,Resident Evil 7: Biohazard,Resident Evil,survival_horror,first_person_survival_horror,high,high,high,high,high,medium,low,fast,"A focused horror revival for Resident Evil with strong atmosphere, clear forward drive, and memorable family horror."
resident_evil_village,Resident Evil Village,Resident Evil,action_horror,first_person_action_horror,medium,high,high,high,medium,high,low,fast,"A strong momentum-driven horror action game with varied scenarios, atmospheric setpieces, and accessible forward drive."
resident_evil_hd_remaster,Resident Evil: HD Remaster,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/grbuHV/resident-evil-hd-remaster.
resonance_of_fate,Resonance of Fate,Resonance of Fate,jrpg,turn_based_gun_combo,medium,low,low,high,medium,high,medium,slow,A stylish but mechanically demanding JRPG with unusual combat and a less direct story pull.
return_of_the_obra_dinn,Return of the Obra Dinn,Obra Dinn,investigation_puzzle,logic_deduction_investigation,high,low,medium,high,high,low,medium,slow,"A brilliant deduction game with strong atmosphere and mystery, but very little guided momentum."
ridge_racer_psp,Ridge Racer,Ridge Racer,arcade_racing,arcade_racing,low,high,high,medium,low,medium,low,fast,A highly replayable arcade racer with strong PSP-era progression and easy pick-up-and-play fun.
ridge_racer_2,Ridge Racer 2,Ridge Racer,arcade_racing,arcade_racing,low,high,high,medium,low,medium,low,fast,A richer arcade racing sequel with more tracks and strong replay value.
rumble_roses_xx,Rumble Roses XX,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/z720RJ/rumble-roses-xx.
rune_factory_4_special,Rune Factory 4 Special,Rune Factory,life_sim_action_rpg,farming_and_action_rpg,medium,high,medium,high,medium,medium,medium,medium,"A beloved life-sim action RPG with lots of systems, relationships, and long-term progression."
salt_and_sanctuary,Salt and Sanctuary,Salt and Sanctuary,metroidvania,2d_soulslike,medium,medium,medium,high,medium,high,medium,medium,"A dark 2D soulslike with strong atmosphere, but notable friction and harshness."
sayonara_wild_hearts,Sayonara Wild Hearts,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/k0XFfd/sayonara-wild-hearts.
scarlet_nexus,Scarlet Nexus,Scarlet Nexus,action_jrpg,stylish_action_rpg,medium,high,high,high,medium,high,low,fast,"A fast action JRPG with strong visual identity, bond episodes, and psychokinetic combat systems."
sekiro_shadows_die_twice,Sekiro: Shadows Die Twice,Sekiro,action_adventure,precision_parry_action,medium,medium,high,high,medium,high,low,fast,"A demanding action game focused on precision, rhythm, and mastery more than buildcraft or party progression."
senuas_saga_hellblade_ii,Senua's Saga: Hellblade II,Hellblade,action_adventure,cinematic_action_adventure,high,medium,high,high,high,low,low,medium,A visually striking and concept-heavy narrative action game with very strong atmosphere and lower mechanical depth.
shadow_of_the_colossus,Shadow of the Colossus,Team Ico,action_adventure,boss_climbing_action,high,medium,high,high,high,medium,low,medium,"Solitary boss-focused adventure built around awe, melancholy, and visual scale."
shin_megami_tensei_iv,Shin Megami Tensei IV,Shin Megami Tensei,jrpg,turn_based_press_turn,medium,medium,medium,high,medium,high,medium,medium,"A more story-present SMT with strong atmosphere and alignment themes, but still systems-forward and punishing."
shin_megami_tensei_iv_apocalypse,Shin Megami Tensei IV: Apocalypse,Shin Megami Tensei,jrpg,turn_based_press_turn,medium,medium,medium,high,medium,high,medium,medium,"A follow-up with a more overt cast dynamic than SMT IV, but still very systems-driven."
shin_megami_tensei_v,Shin Megami Tensei V,Shin Megami Tensei,jrpg,turn_based_press_turn,medium,medium,medium,high,medium,high,medium,medium,"A myth-heavy RPG with strong atmosphere, demon systems, and sparse storytelling, but a systems-forward, repetition-prone loop."
shovel_knight_dig,Shovel Knight Dig,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/M80Hkc/shovel-knight-dig.
silent_hill,Silent Hill,Silent Hill,survival_horror,survival_horror,high,medium,medium,high,high,medium,low,medium,A foundational survival horror with oppressive atmosphere and strong psychological payoff.
silent_hill_2,Silent Hill 2,Silent Hill,survival_horror,survival_horror,high,medium,medium,high,high,medium,low,medium,A landmark psychological horror game with exceptionally strong atmosphere and emotional payoff.
slay_the_spire,Slay the Spire,Slay the Spire,roguelite_card_game,deckbuilding_strategy,low,high,high,low,low,high,high,fast,"A landmark deckbuilder with huge mechanical depth, but almost no story pull."
south_parktm_the_stick_of_truthtm,South Park™: The Stick of Truth™,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/wzU3RP/south-park-tm-the-stick-of-truth-tm.
star_fox_adventures,Star Fox Adventures,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/CxFICk/star-fox-adventures.
star_ocean_first_departure,Star Ocean: First Departure,Star Ocean,action_jrpg,action_battle_rpg,medium,medium,medium,high,medium,medium,medium,medium,"An action JRPG with strong sci-fi-fantasy premise, but a more uneven old-school rhythm."
star_wars_jedi_fallen_ordertm,STAR WARS Jedi: Fallen Order™,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/lA87v1/star-wars-jedi-fallen-order-tm.
star_wars_jedi_survivor,Star Wars Jedi: Survivor,Star Wars,action_adventure,melee_action_adventure,high,high,high,high,medium,high,low,fast,"A cinematic action adventure with strong character momentum, story focus, and polished progression."
stranger_of_paradise_ff_origin,Stranger of Paradise: Final Fantasy Origin,Final Fantasy,action_rpg,soulslike_mission_action,medium,high,high,medium,medium,high,medium,fast,Gameplay-first FF spinoff with stronger combat than tone.
stray,Stray,Stray,adventure,exploration_adventure,medium,high,high,high,medium,low,low,fast,A compact concept-driven adventure with strong atmosphere and low-friction forward movement.
suikoden_ii,Suikoden II,Suikoden,jrpg,traditional_turn_based,high,high,medium,high,high,medium,low,medium,"A beloved political RPG with a strong emotional core, large cast, and excellent narrative payoff."
super_contra,Super Contra,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Pe7AiW/super-contra.
super_mario_3d_land,Super Mario 3D Land,Mario,platformer,3d_platforming,low,high,high,medium,low,medium,low,fast,A focused handheld 3D platformer with very clear level progression and smooth pacing.
super_mario_3d_world_bowser_s_fury,Super Mario 3D World + Bowser's Fury,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/Whvy2F/super-mario-3d-world-bowsers-fury.
super_mario_bros,Super Mario Bros.,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/vvNjgv/super-mario-bros.
super_mario_bros_3,Super Mario Bros. 3,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/cPJZB9/super-mario-bros-3.
super_mario_rpg,Super Mario RPG,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/ZY48UF/super-mario-rpg.
super_mario_world,Super Mario World,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/4RJjAs/super-mario-world.
tactics_ogre_let_us_cling_together,Tactics Ogre: Let Us Cling Together,Tactics Ogre,tactical_rpg,turn_based_grid_tactics,high,high,medium,high,high,high,medium,slow,"A deep political tactics RPG with route splits, heavy systems, and significant narrative payoff."
tactics_ogre_reborn,Tactics Ogre: Reborn,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/za1Jwe/tactics-ogre-reborn.
tails_noir,Tails Noir,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/X94MKl/tails-noir.
tales_of_arise,Tales of Arise,Tales,action_jrpg,party_action_combo,medium,high,high,high,medium,medium,low,fast,Accessible action JRPG with clear progression and emotional hooks.
teenage_mutant_ninja_turtles_shredder_s_revenge,Teenage Mutant Ninja Turtles: Shredder's Revenge,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/gDYc13/teenage-mutant-ninja-turtles-shredders-revenge.
tekken_5,Tekken 5,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/8BgHig/tekken-5.
tekken_dark_resurrection,Tekken: Dark Resurrection,Tekken,fighting_game,arcade_3d_fighting,low,medium,high,medium,low,high,low,fast,"A feature-rich PSP fighting game remembered for strong content density, replayability, and a highly entertaining core combat loop."
the_3rd_birthday,The 3rd Birthday,Parasite Eve,action_rpg,third_person_action,medium,medium,high,medium,medium,medium,medium,fast,"A divisive PSP action spinoff with stylish ideas, but mixed narrative and mechanical reception."
the_banner_saga,The Banner Saga,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/COEcWj/the-banner-saga.
the_banner_saga_2,The Banner Saga 2,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/IKYawu/the-banner-saga-2.
the_banner_saga_3,The Banner Saga 3,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/iYA7CC/the-banner-saga-3.
the_banner_saga_trilogy,The Banner Saga Trilogy,The Banner Saga,tactical_rpg,turn_based_tactics_caravan,high,high,medium,high,high,medium,medium,medium,"A tragic caravan saga with strong writing, consequential choices, and a slow-burn but powerful emotional payoff."
the_caligula_effect_2,The Caligula Effect 2,The Caligula Effect,jrpg,turn_based_timeline_combo,medium,medium,medium,high,medium,medium,medium,medium,"A stylish school-themed JRPG with strong music identity and social themes, but mixed pacing and execution."
the_evil_within,The Evil Within,The Evil Within,survival_horror,third_person_survival_horror,medium,medium,medium,high,high,medium,medium,medium,"A grim horror action game with strong atmosphere, but rougher pacing and more uneven structure."
the_evil_within_2,The Evil Within 2,The Evil Within,survival_horror,third_person_survival_horror,medium,medium,medium,high,high,medium,medium,medium,A more open and smoother sequel with stronger emotional focus but more exploratory drift.
the_forgotten_city,The Forgotten City,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/VaO8rz/the-forgotten-city.
the_last_of_us,The Last of Us,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/WwTJB0/the-last-of-us.
the_last_of_us_part_i,The Last of Us Part I,The Last of Us,action_adventure,stealth_action_adventure,high,high,high,high,high,medium,low,fast,A tightly paced narrative action game with strong emotional stakes and excellent campaign momentum.
the_last_of_us_part_ii,The Last of Us Part II,The Last of Us,action_adventure,stealth_action_adventure,high,high,high,high,high,high,low,fast,A darker and more mechanically expanded sequel with very strong emotional and narrative payoff.
the_last_of_us_remastered,The Last of Us Remastered,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/gsfseb/the-last-of-us-remastered.
the_last_story,The Last Story,The Last Story,action_jrpg,real_time_party_action,high,high,high,high,high,medium,low,fast,"A party-driven action RPG with strong momentum, character bonds, and a focused emotional campaign."
the_legend_of_zelda_a_link_between_worlds,The Legend of Zelda: A Link Between Worlds,The Legend of Zelda,action_adventure,top_down_action_puzzle,medium,high,high,high,medium,medium,low,fast,A tightly designed Zelda with faster flow and more immediate structure than many puzzle-heavier entries.
the_legend_of_zelda_breath_of_the_wild,The Legend of Zelda: Breath of the Wild,The Legend of Zelda,open_world_action_adventure,systemic_open_world_exploration,medium,low,medium,high,medium,medium,low,medium,"A highly open-ended Zelda built around self-directed exploration, systemic problem solving, and long-form sandbox freedom."
the_legend_of_zelda_links_awakening,The Legend of Zelda: Link's Awakening,The Legend of Zelda,action_adventure,top_down_action_puzzle,medium,medium,high,high,medium,medium,low,medium,"A charming remake of a classic Zelda with puzzle-gated progression, compact exploration, and a dreamlike tone."
the_legend_of_zelda_tears_of_the_kingdom,The Legend of Zelda: Tears of the Kingdom,The Legend of Zelda,open_world_action_adventure,systemic_open_world_exploration,medium,low,medium,high,medium,medium,low,medium,A larger and even more sandbox-heavy follow-up to Breath of the Wild with deeper construction systems and similar self-directed pacing.
the_legend_of_zelda_the_minish_cap,The Legend of Zelda: The Minish Cap,The Legend of Zelda,action_adventure,top_down_action_puzzle,medium,medium,high,high,medium,medium,low,medium,A charming portable Zelda with strong presentation and puzzle-forward progression.
the_messenger,The Messenger,The Messenger,platformer,action_platformer_metroidvania_shift,medium,high,high,high,medium,high,low,fast,"A stylish action platformer that later shifts into metroidvania structure, with strong pacing and humor."
the_quarry,The Quarry,The Dark Pictures,interactive_drama,choice_driven_horror_adventure,high,high,high,high,medium,low,low,fast,"A teen-horror branching narrative game built around player decisions, character survival, and cinematic pacing."
the_world_ends_with_you,The World Ends With You,The World Ends With You,action_jrpg,dual_screen_action_hybrid,high,high,medium,high,high,high,low,fast,"Stylized urban JRPG with strong character growth, unusual combat, and a very distinctive audiovisual identity."
tokyo_mirage_sessions_fe_encore,Tokyo Mirage Sessions #FE Encore,Tokyo Mirage Sessions,jrpg,turn_based_session_combo,medium,high,medium,high,medium,high,low,fast,A colorful idol-themed RPG with strong turn-based systems and lighter stakes than darker Atlus games.
tom_clancy_s_ghost_recon_wildlands,Tom Clancy's Ghost Recon® Wildlands,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/DyEtYa/tom-clancys-ghost-recon-r-wildlands.
tomb_raider,Tomb Raider,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/0nz4uJ/tomb-raider.
tormented_souls,Tormented Souls,Tormented Souls,survival_horror,fixed_camera_survival_horror,medium,medium,medium,high,medium,medium,medium,slow,A classic-style survival horror homage with more puzzle friction and old-school structure.
xenoblade_chronicles_2_torna,Torna ~ The Golden Country,Xenoblade,action_jrpg,real_time_party_action,high,high,high,high,high,high,low,fast,A more focused Xenoblade side-story with stronger pacing and concentrated emotional payoff.
transistor,Transistor,Supergiant,action_rpg,hybrid_real_time_planning,high,high,medium,high,high,high,low,medium,"A stylish action-strategy hybrid with strong atmosphere, buildcraft, and emotional tone."
triangle_strategy,TRIANGLE STRATEGY,Triangle Strategy,tactical_rpg,turn_based_grid_tactics,high,high,low,high,high,high,low,slow,"A political tactical RPG built around consequential choices, conviction routes, and dense narrative stakes."
troubleshooter_abandoned_children,Troubleshooter: Abandoned Children,Troubleshooter,tactical_rpg,turn_based_grid_tactics,medium,high,medium,medium,medium,high,medium,slow,A very systems-heavy tactical RPG with huge build depth and a long campaign.
tunic,Tunic,Tunic,action_adventure,isometric_exploration_puzzle,medium,low,medium,high,medium,medium,low,medium,"A mystery-forward action adventure built around discovery and hidden knowledge, with a guide-prone structure for some players."
twelve_minutes,Twelve Minutes,Twelve Minutes,interactive_thriller,time_loop_adventure,high,low,high,high,high,low,high,medium,"A time-loop mystery built on repetition, discovery, and guide-prone puzzle progression rather than broad mechanical variety."
uncharted_2_among_thieves,Uncharted 2: Among Thieves,Uncharted,cinematic_action_adventure,third_person_shooter_climbing,high,high,high,high,medium,medium,low,fast,"A polished adventure blockbuster known for strong pacing, spectacle, and likable cast chemistry."
uncharted_3_drakes_deception,Uncharted 3: Drake's Deception,Uncharted,cinematic_action_adventure,third_person_shooter_climbing,medium,high,high,high,medium,medium,low,fast,A stylish set-piece-driven sequel with fast pacing and familiar character-driven adventure beats.
uncharted_4_a_thiefs_end,Uncharted 4: A Thief's End,Uncharted,cinematic_action_adventure,third_person_shooter_climbing,high,medium,medium,high,medium,medium,medium,medium,A more character-focused and slightly more open Uncharted with stronger emotional grounding.
uncharted_drakes_fortune,Uncharted: Drake's Fortune,Uncharted,cinematic_action_adventure,third_person_shooter_climbing,medium,high,high,high,medium,medium,low,fast,A straightforward cinematic adventure with strong momentum and character banter.
uncharted_the_lost_legacy,Uncharted: The Lost Legacy,Uncharted,cinematic_action_adventure,third_person_shooter_climbing,medium,medium,medium,high,medium,medium,medium,medium,A Chloe-led follow-up with similar pacing and a partially open structure like parts of Uncharted 4.
unicorn_overlord,Unicorn Overlord,Vanillaware,tactical_rpg,real_time_paused_tactics,medium,high,medium,high,medium,high,medium,medium,"A tactical fantasy RPG with strong art direction, party building, and clear progression across a large campaign."
utawarerumono_mask_of_deception,Utawarerumono: Mask of Deception,Utawarerumono,visual_novel_strategy,story_tactics_hybrid,high,medium,medium,high,high,medium,low,slow,A slow-burn but highly regarded story-first sequel with major emotional setup.
utawarerumono_mask_of_truth,Utawarerumono: Mask of Truth,Utawarerumono,visual_novel_strategy,story_tactics_hybrid,high,medium,medium,high,high,medium,low,slow,A payoff-heavy finale to the Utawarerumono arc with strong emotional and political stakes.
utawarerumono_prelude_to_the_fallen,Utawarerumono: Prelude to the Fallen,Utawarerumono,visual_novel_strategy,story_tactics_hybrid,high,medium,medium,high,high,medium,low,slow,A story-heavy tactics hybrid with strong character drama and a large visual-novel component.
vagrant_story,Vagrant Story,Vagrant Story,action_rpg,targeted_action_rpg,high,low,low,high,high,high,low,slow,"A demanding cult classic with brilliant atmosphere and systems, but a steep and opaque learning curve."
valkyria_chronicles_ii,Valkyria Chronicles II,Valkyria Chronicles,tactical_rpg,hybrid_turn_based_action,medium,high,medium,high,medium,high,medium,medium,"A portable tactics sequel with strong systems, but a more fragmented structure than the first game."
valkyrie_profile,Valkyrie Profile,Valkyrie Profile,jrpg,turn_based_combo_rpg,high,medium,medium,high,high,high,medium,medium,"A highly stylized RPG with tragic vignettes, unusual systems, and strong atmosphere."
vanquish,Vanquish,Standalone,third_person_shooter,boost_slide_shooter,low,high,high,high,low,high,low,fast,"A short, high-speed shooter built around aggressive movement, spectacle, and nonstop combat flow."
wario_land_4,Wario Land 4,Wario Land,platformer,exploration_platformer,low,high,high,medium,low,medium,low,fast,A stylish puzzle-platformer with strong handheld pacing and identity.
warioware_get_it_together,WarioWare: Get It Together!,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/kRgMOE/warioware-get-it-together.
wolfenstein_the_new_order,Wolfenstein: The New Order,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/GUsEAW/wolfenstein-the-new-order.
xenoblade_chronicles_2,Xenoblade Chronicles 2,Xenoblade,action_jrpg,real_time_party_action,high,medium,medium,high,high,high,medium,medium,"A long-form party JRPG with very strong emotional arcs, worldbuilding, and late payoff."
xenoblade_chronicles_2_torna_the_golden_country,Xenoblade Chronicles 2: Torna - The Golden Country,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/lJJGUu/xenoblade-chronicles-2-torna-the-golden-country.
xenoblade_chronicles_3,Xenoblade Chronicles 3,Xenoblade,action_jrpg,real_time_party_action,high,medium,medium,high,high,high,medium,medium,"A large-scale party JRPG with emotional bonds, tragic themes, class customization, and a very strong long-arc payoff."
xenogears,Xenogears,Xeno,jrpg,turn_based_combo_rpg,high,medium,medium,high,high,medium,low,medium,"A famous PS1 RPG with huge philosophical ambition, strong emotional ideas, and uneven pacing."
yakuza_like_a_dragon,Yakuza: Like a Dragon,Like a Dragon,jrpg,turn_based_jobs_rpg,high,high,high,high,high,high,medium,medium,"A turn-based party RPG with a strong underdog cast, dramatic story, job systems, and a lot of optional side content that can be ignored if desired."
yoshi,Yoshi,,,,,,,,,,,,Imported from GG App export on 2026-04-08. Metadata pending enrichment. Source: https://ggapp.io/games/RUotBD/yoshi.
ys_seven,Ys Seven,Ys,action_jrpg,party_action_rpg,medium,high,high,high,medium,high,low,fast,A brisk action RPG with strong momentum and approachable party combat.
ys_viii_lacrimosa_of_dana,Ys VIII: Lacrimosa of DANA,Ys,action_jrpg,party_action_rpg,high,high,high,high,high,high,low,fast,"A fast action JRPG with excellent momentum, strong party journey, satisfying exploration, and a very well-liked emotional payoff."
zero_escape_virtues_last_reward,Zero Escape: Virtue's Last Reward,Zero Escape,visual_novel_escape,escape_room_visual_novel,high,medium,high,high,high,low,medium,fast,A twist-heavy sequel with more branching complexity and stronger sci-fi mystery escalation.
zero_time_dilemma,Zero Time Dilemma,Zero Escape,visual_novel_escape,escape_room_visual_novel,medium,medium,high,medium,medium,low,medium,fast,A more divisive but still payoff-relevant conclusion to the Zero Escape trilogy.
zone_of_the_enders,Zone of the Enders,Zone of the Enders,action_game,mecha_action,medium,high,high,high,medium,high,low,fast,A stylish mecha action game with strong pacing and sci-fi atmosphere.
zone_of_the_enders_the_2nd_runner,Zone of the Enders: The 2nd Runner,Zone of the Enders,action_game,mecha_action,high,high,high,high,high,high,low,fast,A highly regarded mecha action sequel with strong story momentum and exhilarating combat.
